Fiscal Year,HRSA Program Area,HHS Region,State/Territory,County and State,Cong. District,Program,Grant Num.,Grantee,DUNS Num.,Address,City,State,ZIP Code,County,Funding,As of Date (Close of Business Date),HRSA Data Warehouse Processing Date
2022,Primary Health Care,Region 1,Maine,Washington,Maine District 02,Health Center Program (H80),H80CS00630,EASTPORT HEALTH CARE INC,109395053,30 Boynton St,Eastport,ME,04631-1306,Washington County,1392333,12/8/2022,1/10/2023
2022,Health Workforce,Region 4,Georgia,Fulton,Georgia District 06,Children's Hospitals Graduate Medical Education Payment Program (T23),T23HP31571,"SCOTTISH RITE CHILDRENS MEDICAL CENTER, INC",828575266,1001 Johnson Ferry Rd,Atlanta,GA,30342-1605,Fulton County,1153894,12/8/2022,1/10/2023
2022,Health Professions,Region 3,Virginia,Henrico,Virginia District 07,Area Health Education Centers (AHEC) Program (U77),U77HP26289,VIRGINIA HEALTH WORKFORCE DEVELOPMENT AUTHORITY,78457594,7818 E Parham Rd,Richmond,VA,23294-4302,Henrico County,1154000,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Louisiana,East Baton Rouge,Louisiana District 02,Health Center Program (H80),H80CS02585,"Baton Rouge Primary Care Collaborative, Inc.",139884527,220 Saint Vincent de Paul Dr,Baton Rouge,LA,70802-3808,East Baton Rouge Parish,1157491,12/8/2022,1/10/2023
2022,Maternal and Child Health,Region 3,District of Columbia,District of Columbia,District of Columbia Delegate,Oral Health (U44),U44MC30806,GEORGETOWN UNIVERSITY,49515844,MAIN CAMPUS,Washington,DC,20057-0001,District of Columbia,1159416,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Illinois,Cook,Illinois District 07,Health Center Controlled Network (U86),U86CS45854,AllianceChicago,80975526,"225 W Illinois St, Ste 500",Chicago,IL,60654-7927,Cook County,1165817,12/8/2022,1/10/2023
2022,Primary Health Care,Region 1,Massachusetts,Suffolk,Massachusetts District 08,Health Center Controlled Network (U86),U86CS45881,Massachusetts League Of Community Health Centers Inc,95859492,40 Court Street,Boston,MA,02108-2202,Suffolk County,1165817,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Ohio,Wood,Ohio District 05,Health Center Program (H80),H80CS26578,"Wood, County Of",782014708,1840 E Gypsy Lane Rd,Bowling Green,OH,43402-9173,Wood County,1181543,12/8/2022,1/10/2023
2022,Maternal and Child Health,Region 7,Missouri,New Madrid,Missouri District 08,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49MC05054,"MISSOURI BOOTHEEL REGIONAL CONSORTIUM, INCORPORATED",171841542,903A S Kingshighway St,Sikeston,MO,63801-4415,New Madrid County,1144121,12/8/2022,1/10/2023
2022,Maternal and Child Health,Region 4,Alabama,Jefferson,Alabama District 07,Sickle Cell Treatment Demonstration Program (U1E),U1EMC42461,University Of Alabama At Birmingham,63690705,701 20th St S,Birmingham,AL,35233-2031,Jefferson County,1150000,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Arkansas,Pulaski,Arkansas District 02,State and Regional Primary Care Associations (U58),U58CS06851,COMMUNITY HEALTH CENTERS OF ARKANSAS INC,808854160,119 S Izard St,Little Rock,AR,72201-2134,Pulaski County,1186391,12/8/2022,1/10/2023
2022,Rural Health,Region 4,Mississippi,Jefferson,Mississippi District 02,Delta State Rural  Development Network Grant Program (DELTA) (D60),D60RH36765,JEFFERSON COMPREHENSIVE HEALTH CENTER INC,183429216,405 Main St,Fayette,MS,39069-5576,Jefferson County,1188684,12/8/2022,1/10/2023
2022,Rural Health,Region 6,Louisiana,Richland,Louisiana District 05,Delta State Rural  Development Network Grant Program (DELTA) (D60),D60RH36768,"RICHLAND, PARISH OF",130153760,407 Cincinnati St,Delhi,LA,71232-3007,Richland Parish,1188684,12/8/2022,1/10/2023
2022,Primary Health Care,Region 8,South Dakota,Minnehaha,South Dakota At Large,State and Regional Primary Care Associations (U58),U58CS06844,COMMUNITY HEALTHCARE ASSOCIATION OF THE DAKOTAS,1371298,196 E 6th St,Sioux Falls,SD,57104-5937,Minnehaha County,1374733,12/8/2022,1/10/2023
2022,Maternal and Child Health,Region 4,Tennessee,Davidson,Tennessee District 05,Maternal and Child Environmental Health Network (UG4),UG4MC27861,"ORGANIZATION OF TERATOLOGY INFORMATION SPECIALISTS, NFP",143365273,5034 Thoroughbred Ln STE A,Brentwood,TN,37027-4231,Davidson County,1200000,12/8/2022,1/10/2023
2022,HIV/AIDS,Region 9,California,Sacramento,California District 06,Ending the HIV Epidemic:  A Plan for America — Ryan White HIV/AIDS Program Parts A and B (UT8),UT8HA33957,COUNTY OF SACRAMENTO,137133703,7001A East Pkwy STE 600,Sacramento,CA,95823-2501,Sacramento County,1200000,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,Orange,California District 47,Health Center Program (H80),H80CS28371,SOUTHLAND INTEGRATED SERVICES INC,168677235,9862 Chapman Ave,Garden Grove,CA,92841-2711,Orange County,1076810,12/8/2022,1/10/2023
2022,Health Workforce,Region 6,Louisiana,Orleans,Louisiana District 01,Health and Public Safety Workforce Resiliency Training Program (U3N),U3NHP45403,"Administrators of the Tulane Educational Fund, The",53785812,6823 Saint Charles Ave,New Orleans,LA,70118-5665,Orleans Parish,1078484,12/8/2022,1/10/2023
2022,Health Workforce,Region 3,Maryland,Montgomery,Maryland District 08,Health and Public Safety Workforce Resiliency Training Program (U3N),U3NHP45392,AMERICAN ASSOCIATION OF COLLEGES OF OSTEOPATHIC MEDICINE,117140935,7700 Old Georgetown Rd STE 250,Bethesda,MD,20814-6272,Montgomery County,1078798,12/8/2022,1/10/2023
2022,Health Workforce,Region 3,Maryland,Montgomery,Maryland District 08,Health and Public Safety Workforce Resiliency Training Program (U3N),U3NHP45393,"American Society Of Health-system Pharmacists, Inc.",72633464,4500 East West Hwy STE 900,Bethesda,MD,20814-3417,Montgomery County,1079119,12/8/2022,1/10/2023
2022,Rural Health,Region 6,Arkansas,Chicot,Arkansas District 01,Delta State Rural  Development Network Grant Program (DELTA) (D60),D60RH36759,Arkansas Rural Health Partnership,961889685,111 N Court St,Lake Village,AR,71653-1917,Chicot County,1018872,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,South Carolina,Pickens,South Carolina District 03,Health Center Program (H80),H80CS24157,"Foothills Community Health Care, Inc.",962530148,110 Liberty Dr,Clemson,SC,29631-3157,Pickens County,2097989,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,North Carolina,Caswell,North Carolina District 06,Health Center Program (H80),H80CS00478,"Compassion Health Care, Inc.",110430675,439 US Highway 158 W,Yanceyville,NC,27379-8304,Caswell County,2100389,12/8/2022,1/10/2023
2022,Healthcare Systems,Region 10,Oregon,Washington,Oregon District 01,Community Project Funding/Congressionally Directed Spending - Construction (CE1),CE1HS46525,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,109429050,3305 NE Aloclek Dr,Hillsboro,OR,97124-7143,Washington County,2124000,12/8/2022,1/10/2023
2022,Healthcare Systems,Region 3,West Virginia,Mingo,West Virginia District 03,Community Project Funding/Congressionally Directed Spending - Construction (CE1),CE1HS47354,"Williamson Health & Wellness Center, Inc",78596243,184 E 2nd Ave STE 210,Williamson,WV,25661-3602,Mingo County,2000000,12/8/2022,1/10/2023
2022,Healthcare Systems,Region 8,Colorado,Denver,Colorado District 01,Community Project Funding/Congressionally Directed Spending - Construction (CE1),CE1HS46564,COLORADO COALITION FOR HOMELESS,147287775,2111 Champa St,Denver,CO,80205-2529,Denver County,2000000,12/8/2022,1/10/2023
2022,Healthcare Systems,Region 2,New Jersey,Bergen,New Jersey District 05,Community Project Funding/Congressionally Directed Spending - Construction (CE1),CE1HS46409,CARE PLUS BERGEN INC,YU5MUMAES,230 E Ridgewood Ave,Paramus,NJ,07652-4142,Bergen County,2000000,12/8/2022,1/10/2023
2022,Healthcare Systems,Region 4,North Carolina,Mecklenburg,North Carolina District 12,Community Project Funding/Congressionally Directed Spending - Construction (CE1),CE1HS46630,"Young Men`s Christian Association of Greater Charlotte, The",VZJGRT3L3,400 E Morehead St,Charlotte,NC,28202-2610,Mecklenburg County,2000000,12/8/2022,1/10/2023
2022,Healthcare Systems,Region 10,Washington,Snohomish,Washington District 02,Community Project Funding/Congressionally Directed Spending - Construction (CE1),CE1HS47357,COMPASS HEALTH,J7C8WLVK6,4526 Federal Ave,Everett,WA,98203-2132,Snohomish County,2000000,12/8/2022,1/10/2023
2022,Healthcare Systems,Region 7,Missouri,Saline,Missouri District 05,Community Project Funding/Congressionally Directed Spending - Construction (CE1),CE1HS47018,MISSOURI VALLEY COLLEGE,21212246,500 E College St,Marshall,MO,65340-3109,Saline County,2000000,12/8/2022,1/10/2023
2022,HIV/AIDS,Region 9,California,San Bernardino,California District 31,Ending the HIV Epidemic:  A Plan for America — Ryan White HIV/AIDS Program Parts A and B (UT8),UT8HA33958,"SAN BERNARDINO, COUNTY OF",106376861,351 N Mountain View Ave,San Bernardino,CA,92415-0003,San Bernardino County,2000400,12/8/2022,1/10/2023
2022,HIV/AIDS,Region 9,Arizona,Maricopa,Arizona District 09,Ending the HIV Epidemic:  A Plan for America — Ryan White HIV/AIDS Program Parts A and B (UT8),UT8HA33944,"MARICOPA, COUNTY OF",602062515,4041 N Central Ave Ste 1400,Phoenix,AZ,85012-3314,Maricopa County,2000400,12/8/2022,1/10/2023
2022,Primary Health Care,Region 7,Kansas,Shawnee,Kansas District 02,Health Center Program (H80),H80CS00131,"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",175941483,1000 SW Jackson St,Topeka,KS,66612-1300,Shawnee County,2014836,12/8/2022,1/10/2023
2022,Health Professions,Region 9,Hawaii,Honolulu,Hawaii District 01,Area Health Education Centers (AHEC) Program (U77),U77HP08404,UNIVERSITY OF HAWAII SYSTEMS,965088057,2425 Campus Rd RM 1,Honolulu,HI,96822-2247,Honolulu County,2018397,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Indiana,Marion,Indiana District 07,Health Center Program (H80),H80CS00266,"Raphael Health Center, Inc.",966515272,401 E 34th St,Indianapolis,IN,46205-3754,Marion County,2041908,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,Los Angeles,California District 37,Health Center Program (H80),H80CS10609,"UNIVERSITY MUSLIM MEDICAL ASSOCIATION, INC.",146272922,711 W Florence Ave,Los Angeles,CA,90044-6105,Los Angeles County,2110710,12/8/2022,1/10/2023
2022,Other Programs,Region 6,New Mexico,Taos,New Mexico District 03,Rural Maternity and Obstetrics Management Strategies Program (UK9),UK9RH33790,"TAOS HEALTH SYSTEMS, INC.",58200874,1397 Weimer Rd,Taos,NM,87571-6253,Taos County,148952,12/8/2022,1/10/2023
2022,Health Workforce,Region 5,Indiana,Monroe,Indiana District 09,Addiction Medicine Fellowship (T25),T25HP37617,Trustees Of Indiana University,6046700,107 S Indiana Ave,Bloomington,IN,47405-7000,Monroe County,799848,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,Los Angeles,California District 34,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40943,"KOREAN HEALTH, EDUCATION, INFORMATION AND RESEARCH CENTER",361749047,3727 W 6th St STE 210,Los Angeles,CA,90020-5108,Los Angeles County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 1,Connecticut,New Haven,Connecticut District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41460,FAIR HAVEN COMMUNITY HEALTH CLINIC INC,101336527,374 Grand Ave,New Haven,CT,06513-3733,New Haven County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Wisconsin,Dane,Wisconsin District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41585,"Access Community Health Centers, Inc.",114106008,2901 W Beltline Hwy STE 120,Madison,WI,53713-4231,Dane County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Florida,Lee,Florida District 19,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41475,"FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA, INC.",84188598,2256 Heitman St,Fort Myers,FL,33901-3744,Lee County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Georgia,Fulton,Georgia District 05,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41669,"HEALTH EDUCATION, ASSESSMENT AND LEADERSHIP, INC. (""H.E.A.L., INC."")",963264937,2600 Martin Luther King Jr Dr SW STE 100,Atlanta,GA,30311-1636,Fulton County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,Arizona,Maricopa,Arizona District 07,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41092,Maricopa County Special Health Care District,186507216,2601 E Roosevelt St,Phoenix,AZ,85008-4973,Maricopa County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Ohio,Hamilton,Ohio District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41221,"CINCINNATI HEALTH NETWORK INC, THE",173997313,2825 Burnet Ave STE 232,Cincinnati,OH,45219-2426,Hamilton County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,West Virginia,Monroe,West Virginia District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41455,Monroe County Health Department,78655261,200 Health Center Dr,Union,WV,24983-8442,Monroe County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Kentucky,Madison,Kentucky District 06,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41266,KENTUCKY RIVER FOOTHILLS DEVELOPMENT COU,71316657,309 Spangler Dr,Richmond,KY,40475-2457,Madison County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Alabama,Jackson,Alabama District 05,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41177,"Northeast Alabama Health Services, Inc.",12874991,309 Taylor St,Scottsboro,AL,35768-2421,Jackson County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Louisiana,Jefferson,Louisiana District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41379,PRIORITY HEALTH CARE,831819904,4700 Wichers Dr STE 300,Marrero,LA,70072-3054,Jefferson Parish,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 7,Missouri,St. Louis City,Missouri District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41153,Family Care Health Centers,93748523,401 Holly Hills Ave,Saint Louis,MO,63111-2410,St. Louis City,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Mississippi,Rankin,Mississippi District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40518,"FAMILY HEALTH CARE CLINIC, INC.",88919030,4635 Highway 80 E,Pearl,MS,39208-4226,Rankin County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 1,Rhode Island,Providence,Rhode Island District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41608,"Comprehensive Community Action, Inc.",40106098,311 Doric Ave,Cranston,RI,02910-2903,Providence County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,Los Angeles,California District 34,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40511,Los Angeles Christian Health Centers,23155331,311 Winston St,Los Angeles,CA,90013-1519,Los Angeles County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,San Francisco,California District 12,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40391,"San Francisco Medical Center Outpatient Improvement Programs, Incorporated",71865232,229 7th St,San Francisco,CA,94103-4003,San Francisco County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Illinois,Cook,Illinois District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40816,PILLARS COMMUNITY HEALTH,20033098,23 W Calendar Ave STE 207,La Grange,IL,60525-6327,Cook County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,Hawaii,Maui,Hawaii District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41644,LANAI COMMUNITY HEALTH CENTER,787074470,333 6th St,Lanai City,HI,96763,Maui County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,San Diego,California District 53,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40817,San Diego American Indian Health Center,13942008,2630 1st Ave STE 300,San Diego,CA,92103-6558,San Diego County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 8,South Dakota,Pennington,South Dakota At Large,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41252,COMMUNITY HEALTH CENTER OF,928825132,350 Pine St,Rapid City,SD,57701-1669,Pennington County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,Maryland,Baltimore City,Maryland District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41036,"BALTIMORE MEDICAL SYSTEM, INC.",150697969,3501 Sinclair Ln,Baltimore,MD,21213-2029,Baltimore City,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 8,Colorado,Denver,Colorado District 01,American Rescue Plan Act Funding for Look-Alikes (L2C),L2CCS42328,INNER CITY HEALTH CENTER,606712339,3800 N York St,Denver,CO,80205-3540,Denver County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,Federated States of Micronesia,"Chuuk State, FM",Unknown,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41600,Chuuk State Department of Health Services,854814501,"Nantaku, Weno DHS BLDG",Chuuk,FM,96942,Chuuk State,65500,12/8/2022,1/10/2023
2022,Healthcare Systems,Region 5,Illinois,DuPage,Illinois District 06,Poison Control Stabilization and Enhancement Program (H4B),H4BHS15565,MCHC-Chicago Hospital Council,136154692,1151 E Warrenville Rd,Naperville,IL,60563-9339,DuPage County,881896,12/8/2022,1/10/2023
2022,Health Workforce,Region 5,Illinois,Madison,Illinois District 13,Nurse Education Practice Quality and Retention: Clinical Faculty and Preceptor Academy (T1Q),T1QHP47318,BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY,6331342,5 Hairpin Drive,Edwardsville,IL,62026-0001,Madison County,888883,12/8/2022,1/10/2023
2022,Primary Health Care,Region 10,Alaska,Anchorage,Alaska At Large,Health Center Controlled Network (U86),U86CS45851,ALASKA PRIMARY CARE ASSOCIATION,109912217,"3111 C St, Ste 500",Anchorage,AK,99503-3973,Anchorage Borough,790817,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Oklahoma,Oklahoma,Oklahoma District 05,Health Center Controlled Network (U86),U86CS45895,"Soonerverse, Inc.",832932284,6501 Broadway Ext STE 200,Oklahoma City,OK,73116-8249,Oklahoma County,790817,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Alabama,Montgomery,Alabama District 02,Health Center Controlled Network (U86),U86CS45853,Alabama Primary Health Care Association Inc.,958264855,8244 Old Federal Rd,Montgomery,AL,36117-8010,Montgomery County,790817,12/8/2022,1/10/2023
2022,Rural Health,Region 8,South Dakota,Hughes,South Dakota At Large,Medicare Rural Hospital Flexibility (U2W),U2WRH33329,SOUTH DAKOTA DEPARTMENT OF HEALTH,809587710,600 E Capitol Ave,Pierre,SD,57501-2536,Hughes County,794072,12/8/2022,1/10/2023
2022,Rural Health,Region 7,Missouri,Cape Girardeau,Missouri District 08,Rural Maternity and Obstetrics Management Strategies Program (UK9),UK9RH33789,SAINT FRANCIS MEDICAL CENTER,71996383,211 Saint Francis Dr,Cape Girardeau,MO,63703-5049,Cape Girardeau County,650000,12/8/2022,1/10/2023
2022,Other Programs,Region 7,Missouri,Cape Girardeau,Missouri District 08,Rural Maternity and Obstetrics Management Strategies Program (UK9),UK9RH33789,SAINT FRANCIS MEDICAL CENTER,71996383,211 Saint Francis Dr,Cape Girardeau,MO,63703-5049,Cape Girardeau County,148258,12/8/2022,1/10/2023
2022,Health Workforce,Region 1,Massachusetts,Suffolk,Massachusetts District 08,Addiction Medicine Fellowship (T25),T25HP37602,THE GENERAL HOSPITAL CORPORATION,73130411,55 Fruit Street,Boston,MA,02114-2696,Suffolk County,799850,12/8/2022,1/10/2023
2022,Rural Health,Region 4,Georgia,Thomas,Georgia District 08,Rural Residency Planning and Development Program (P13),P13RH45799,JOHN D ARCHBOLD MEMORIAL HOSPITAL,10100899,915 Gordon Ave,Thomasville,GA,31792-6614,Thomas County,750000,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,Virginia,Roanoke City,Virginia District 06,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41119,KUUMBA COMMUNITY HEALTH & WELLNESS,28425770,3716 Melrose Ave NW,Roanoke,VA,24017-2716,Roanoke City,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,West Virginia,Boone,West Virginia District 03,American Rescue Plan Act Funding for Look-Alikes (L2C),L2CCS42420,HYGEIA FACILITIES FOUNDATION,68143874,37456 Coal River Rd,Whitesville,WV,25209-9077,Boone County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,Santa Clara,California District 19,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40993,School Health Clinics Of Santa Clara County,135830722,6840 Via Del Oro STE 210,San Jose,CA,95119-1372,Santa Clara County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Georgia,DeKalb,Georgia District 04,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40368,"RECOVERY CONSULTANTS OF ATLANTA, INCORPORATED",106553162,3423 Covington Dr STE B,Decatur,GA,30032-1837,DeKalb County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 10,Alaska,Matanuska-Susitna,Alaska At Large,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41043,Sunshine Community Health Center Incorporated,186850533,34300 S Talkeetna Spur Rd,Talkeetna,AK,99676,Matanuska-Susitna Borough,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 1,Massachusetts,Essex,Massachusetts District 06,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40825,"Lynn Community Health, Inc.",30834915,269 Union Street,Lynn,MA,01901-1314,Essex County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 2,New Jersey,Monmouth,New Jersey District 06,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40527,MONMOUTH FAMILY HEALTH CENTER,149527231,270 Broadway,Long Branch,NJ,07740-7027,Monmouth County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,Pennsylvania,Tioga,Pennsylvania District 12,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40361,NORTH PENN COMPREHENSIVE HEALTH SERVICES,79162939,40 W Wellsboro St,Mansfield,PA,16933-1411,Tioga County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Kentucky,Jefferson,Kentucky District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40747,PARK DUVALLE COMMUNITY HEALTH CENTER INC,71335459,3015 Wilson Ave,Louisville,KY,40211-1969,Jefferson County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Florida,Miami-Dade,Florida District 25,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41267,"Citrus Health Network, Inc.",122720287,4175 W 20th Ave,Hialeah,FL,33012-5874,Miami-Dade County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,Lassen,California District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41218,MOUNTAIN VALLEYS HEALTH CENTERS,110279437,554-850 Medical Center Dr,Bieber,CA,96009-8000,Lassen County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 1,Rhode Island,Providence,Rhode Island District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40733,"Providence Community Health Centers, Inc., The",75679175,375 Allens Ave,Providence,RI,02905-5010,Providence County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,San Diego,California District 53,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41367,San Diego Family Care,20511341,6973 Linda Vista Rd,San Diego,CA,92111-6342,San Diego County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Texas,Fort Bend,Texas District 22,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40684,"Fort Bend Family Health Center, Inc.",55547848,400 Austin St,Richmond,TX,77469-4406,Fort Bend County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 2,New York,New York,New York District 10,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40951,APICHA COMMUNITY HEALTH CENTER,944184639,400 Broadway,New York,NY,10013,New York County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,North Carolina,Pender,North Carolina District 07,American Rescue Plan Act Funding for Look-Alikes (L2C),L2CCS42398,BLACK RIVER HEALTH SERVICES,962876256,301 S Campbell St,Burgaw,NC,28425-5011,Pender County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,New Mexico,De Baca,New Mexico District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41513,DeBaca Family Practice Clinic,843162160,546 N 10th St,Fort Sumner,NM,88119,De Baca County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Ohio,Cuyahoga,Ohio District 11,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41083,"Neighborhood Health Care, Inc.",13671987,"4115 Bridge Ave, #300",Cleveland,OH,44113-3304,Cuyahoga County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 8,North Dakota,McLean,North Dakota At Large,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41590,NORTHLAND HEALTH PARTNERS COMMUNITY,133040746,416 Kundert St,Turtle Lake,ND,58575-4205,McLean County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 1,Massachusetts,Suffolk,Massachusetts District 07,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40837,DIMOCK COMMUNITY HEALTH CENTER,136107872,55 Dimock Street,Roxbury,MA,02119-1029,Suffolk County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,Hawaii,Honolulu,Hawaii District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40488,Ko`olauloa Health Center,140126223,56-119 Pualalea St,Kahuku,HI,96731-2052,Honolulu County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Florida,Miami-Dade,Florida District 24,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41651,JESSIE TRICE COMMUNITY,20535027,5607 NW 27th Ave,Miami,FL,33142-2826,Miami-Dade County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,Arizona,Pima,Arizona District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40914,AJO COMMUNITY HEALTH CENTER,116027538,410 N Malacate St,Ajo,AZ,85321-2254,Pima County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Illinois,Kane,Illinois District 11,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41016,"Vna Health Care, An Illinois Not-for-profit Corporation",802430249,400 N Highland Ave,Aurora,IL,60506-3814,Kane County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Minnesota,St. Louis,Minnesota District 08,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40804,LAKE SUPERIOR COMMUNITY HEALTH CENTER,929230274,4325 Grand Ave,Duluth,MN,55807-2730,St. Louis County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 1,Maine,Oxford,Maine District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40793,SACOPEE VALLEY HEALTH CENTER,109391284,70 Main St,Porter,ME,04068-3527,Oxford County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,West Virginia,Upshur,West Virginia District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41548,"COMMUNITY CARE OF WEST VIRGINIA, INC.",836073999,78 Queens Alley Rd,Rock Cave,WV,26234-5890,Upshur County,65500,12/8/2022,1/10/2023
